doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
ecom-shopee-co-check,data\chinh-sach-tmdt\ecom-shopee-co-check.md,Chính sách đồng kiểm Shopee,https://help.shopee.vn/portal/4/article/79262,2026-09-20,2024,public_help
shopee-bang-chung-tra-hang,data\chinh-sach-tmdt\shopee-bang-chung-tra-hang.md,[Trả hàng/Hoàn tiền] Hướng dẫn chuẩn bị bằng chứng khi yêu cầu Trả hàng/ Hoàn tiền,https://help.shopee.vn/portal/4/article/79467,2026-09-20,not-stated,public-source
shopee-cam-nang-tra-hang-hoan-tien,data\chinh-sach-tmdt\shopee-cam-nang-tra-hang-hoan-tien.md,[Trả hàng/Hoàn tiền] Cẩm nang Trả hàng hoàn tiền,https://help.shopee.vn/portal/4/article/79258,2026-09-20,not-stated,public-source
shopee-chinh-sach-van-chuyen,data\chinh-sach-tmdt\shopee-chinh-sach-van-chuyen.md,Chính sách vận chuyển Shopee,https://help.shopee.vn/portal/4/article/77250,2026-09-20,not-stated,public-source
shopee-dieu-khoan-dich-vu,data\chinh-sach-tmdt\shopee-dieu-khoan-dich-vu.md,Điều khoản Shopee,https://help.shopee.vn/portal/4/article/77242,2026-09-20,not-stated,public-source
shopee-dong-goi-don-hoan-tra,data\chinh-sach-tmdt\shopee-dong-goi-don-hoan-tra.md,[Trả hàng/Hoàn tiền] Cách đóng gói đơn hàng hoàn trả,https://help.shopee.vn/portal/4/article/79508,2026-09-20,not-stated,public-source
shopee-seller-don-giao-khong-thanh-cong,data\chinh-sach-tmdt\shopee-seller-don-giao-khong-thanh-cong.md,Quản lý đơn hàng giao không thành công,https://help.shopee.vn/portal/1/article/102523,2026-09-20,not-stated,public-source
shopee-seller-quan-ly-don-tra-hang,data\chinh-sach-tmdt\shopee-seller-quan-ly-don-tra-hang.md,Quản lý đơn trả hàng hoàn tiền,https://help.shopee.vn/portal/1/article/102521,2026-09-20,not-stated,public-source
